replicate,case,residual_block_correlation,permutation_p,detected_at_0.05,stable_descriptor,truly_incremental,redundant_with_functional
421,functionally_redundant,0.03861409048363177,0.2,0,0,0,1
422,stable_endpoint_irrelevant,0.03440104475898802,0.18,0,1,0,0
422,incremental_representation,0.673746044008495,0.02,1,0,1,0
422,functionally_redundant,0.005971674439334801,0.42,0,0,0,1
423,stable_endpoint_irrelevant,-0.015835900097011624,0.74,0,1,0,0
423,incremental_representation,0.6560227059639205,0.02,1,0,1,0
423,functionally_redundant,-0.010260452485371038,0.6,0,0,0,1
424,stable_endpoint_irrelevant,0.04423376850536071,0.22,0,1,0,0
424,incremental_representation,0.6854558022934362,0.02,1,0,1,0
424,functionally_redundant,-0.021203270817927403,0.64,0,0,0,1
425,stable_endpoint_irrelevant,-0.021134183572136415,0.62,0,1,0,0
425,incremental_representation,0.6384643942100341,0.02,1,0,1,0
425,functionally_redundant,-0.04079888847103089,0.86,0,0,0,1
426,stable_endpoint_irrelevant,-0.03294738207016755,0.8,0,1,0,0
426,incremental_representation,0.6447020707134006,0.02,1,0,1,0
426,functionally_redundant,0.09389273172525633,0.04,1,0,0,1
427,stable_endpoint_irrelevant,0.008027234085919793,0.36,0,1,0,0
427,incremental_representation,0.6356351812099079,0.02,1,0,1,0
427,functionally_redundant,-0.04556467563604477,0.82,0,0,0,1
428,stable_endpoint_irrelevant,0.0053030396216322065,0.38,0,1,0,0
428,incremental_representation,0.672964465552787,0.02,1,0,1,0
428,functionally_redundant,-0.05583322612208736,0.92,0,0,0,1
429,stable_endpoint_irrelevant,0.02232467312402644,0.4,0,1,0,0
429,incremental_representation,0.6613728101227554,0.02,1,0,1,0
429,functionally_redundant,-0.055650555891777434,0.76,0,0,0,1
430,stable_endpoint_irrelevant,0.04938050113073896,0.22,0,1,0,0
430,incremental_representation,0.650339977695487,0.02,1,0,1,0
430,functionally_redundant,0.07440372889686182,0.04,1,0,0,1
431,stable_endpoint_irrelevant,-0.07483631580870698,0.98,0,1,0,0
431,incremental_representation,0.6461043145273078,0.02,1,0,1,0
431,functionally_redundant,-0.02091718758007505,0.7,0,0,0,1
432,stable_endpoint_irrelevant,-0.03073733063800279,0.76,0,1,0,0
432,incremental_representation,0.6309755617806443,0.02,1,0,1,0
432,functionally_redundant,0.001810591776141561,0.5,0,0,0,1
433,stable_endpoint_irrelevant,0.027835738014737182,0.32,0,1,0,0
433,incremental_representation,0.637031001301048,0.02,1,0,1,0
433,functionally_redundant,-0.06264940217637834,0.9,0,0,0,1
434,stable_endpoint_irrelevant,-0.04163110667329408,0.78,0,1,0,0
434,incremental_representation,0.6728405210539847,0.02,1,0,1,0
434,functionally_redundant,-0.07429068942468843,0.96,0,0,0,1
435,stable_endpoint_irrelevant,0.07284182854808419,0.1,0,1,0,0
435,incremental_representation,0.6222245079169365,0.02,1,0,1,0
435,functionally_redundant,0.0008140637944106452,0.58,0,0,0,1
436,stable_endpoint_irrelevant,0.005326424558535103,0.46,0,1,0,0
436,incremental_representation,0.6349168149673723,0.02,1,0,1,0
436,functionally_redundant,0.015654669118661483,0.3,0,0,0,1
437,stable_endpoint_irrelevant,0.04754144744289819,0.14,0,1,0,0
437,incremental_representation,0.663370346664135,0.02,1,0,1,0
437,functionally_redundant,-0.026071739049526785,0.78,0,0,0,1
438,stable_endpoint_irrelevant,0.02364538754859256,0.28,0,1,0,0
438,incremental_representation,0.6615159313291591,0.02,1,0,1,0
438,functionally_redundant,-0.03858024796616352,0.76,0,0,0,1
439,stable_endpoint_irrelevant,-0.00038498725051201027,0.6,0,1,0,0
439,incremental_representation,0.6415194070751524,0.02,1,0,1,0
439,functionally_redundant,-0.027828991984555407,0.76,0,0,0,1
440,stable_endpoint_irrelevant,0.008195334438554743,0.46,0,1,0,0
440,incremental_representation,0.6563899603753603,0.02,1,0,1,0
440,functionally_redundant,0.08183738138350405,0.06,0,0,0,1
441,stable_endpoint_irrelevant,0.02965196278672237,0.18,0,1,0,0
441,incremental_representation,0.626074028710518,0.02,1,0,1,0
441,functionally_redundant,0.12103330225344423,0.02,1,0,0,1
442,stable_endpoint_irrelevant,-0.03881996274024398,0.82,0,1,0,0
442,incremental_representation,0.64932715474936,0.02,1,0,1,0
442,functionally_redundant,0.028474173905088718,0.26,0,0,0,1
443,stable_endpoint_irrelevant,-0.02033782286361259,0.72,0,1,0,0
443,incremental_representation,0.6651758698508116,0.02,1,0,1,0
443,functionally_redundant,0.1065180689826202,0.04,1,0,0,1
444,stable_endpoint_irrelevant,-0.08414133273737474,0.96,0,1,0,0
444,incremental_representation,0.6485021416554058,0.02,1,0,1,0
444,functionally_redundant,-0.04445289318152558,0.88,0,0,0,1
445,stable_endpoint_irrelevant,0.0494184375790601,0.16,0,1,0,0
445,incremental_representation,0.6250869788899067,0.02,1,0,1,0
445,functionally_redundant,0.0038215866695734298,0.54,0,0,0,1
446,stable_endpoint_irrelevant,-0.003872131170855893,0.52,0,1,0,0
446,incremental_representation,0.6551899110700413,0.02,1,0,1,0
446,functionally_redundant,0.02080328545813089,0.36,0,0,0,1
447,stable_endpoint_irrelevant,-0.04488506759713856,0.86,0,1,0,0
447,incremental_representation,0.629191172681324,0.02,1,0,1,0
447,functionally_redundant,-0.0007392146887180897,0.52,0,0,0,1
448,stable_endpoint_irrelevant,0.026635117754584162,0.3,0,1,0,0
448,incremental_representation,0.6281379645002835,0.02,1,0,1,0
448,functionally_redundant,-0.03821400739679949,0.82,0,0,0,1
449,stable_endpoint_irrelevant,-0.0048777755939377505,0.5,0,1,0,0
449,incremental_representation,0.6482552317942771,0.02,1,0,1,0
449,functionally_redundant,0.09150986213042742,0.02,1,0,0,1
450,stable_endpoint_irrelevant,0.028434694100795098,0.18,0,1,0,0
450,incremental_representation,0.6616056164600743,0.02,1,0,1,0
450,functionally_redundant,-0.008276530214406344,0.62,0,0,0,1
451,stable_endpoint_irrelevant,0.030488186148090235,0.26,0,1,0,0
451,incremental_representation,0.6230829931562128,0.02,1,0,1,0
451,functionally_redundant,-0.043132044364581804,0.84,0,0,0,1
452,stable_endpoint_irrelevant,0.029282350651366126,0.36,0,1,0,0
452,incremental_representation,0.6591142478404409,0.02,1,0,1,0
452,functionally_redundant,0.043262528928235025,0.2,0,0,0,1
453,stable_endpoint_irrelevant,0.057881647404353066,0.14,0,1,0,0
453,incremental_representation,0.6273904772160308,0.02,1,0,1,0
453,functionally_redundant,0.015267743470832398,0.42,0,0,0,1
454,stable_endpoint_irrelevant,0.022076617431139287,0.32,0,1,0,0
454,incremental_representation,0.6705078691228343,0.02,1,0,1,0
454,functionally_redundant,-0.07634488695330985,0.94,0,0,0,1
455,stable_endpoint_irrelevant,0.006546856898421077,0.48,0,1,0,0
455,incremental_representation,0.6854251584615049,0.02,1,0,1,0
455,functionally_redundant,0.027378806415787542,0.26,0,0,0,1
456,stable_endpoint_irrelevant,0.07358539739582745,0.06,0,1,0,0
456,incremental_representation,0.670115632560635,0.02,1,0,1,0
456,functionally_redundant,-0.09214469501637917,0.96,0,0,0,1
457,stable_endpoint_irrelevant,-0.026701326801941254,0.78,0,1,0,0
457,incremental_representation,0.6503024912634795,0.02,1,0,1,0
457,functionally_redundant,0.002070673894632221,0.56,0,0,0,1
458,stable_endpoint_irrelevant,-0.06904068364021868,0.96,0,1,0,0
458,incremental_representation,0.662551430034571,0.02,1,0,1,0
458,functionally_redundant,-0.046952150574042645,0.86,0,0,0,1
459,stable_endpoint_irrelevant,-0.021702730773128186,0.72,0,1,0,0
459,incremental_representation,0.6517912178197054,0.02,1,0,1,0
459,functionally_redundant,0.042209517259718096,0.14,0,0,0,1
460,stable_endpoint_irrelevant,-0.01202745996197217,0.54,0,1,0,0
460,incremental_representation,0.6305212113574696,0.02,1,0,1,0
460,functionally_redundant,0.008478587210875202,0.52,0,0,0,1
461,stable_endpoint_irrelevant,-0.01344401869404397,0.68,0,1,0,0
461,incremental_representation,0.6515281064908166,0.02,1,0,1,0
461,functionally_redundant,0.03927568943070015,0.16,0,0,0,1
462,stable_endpoint_irrelevant,-0.011013818213171215,0.54,0,1,0,0
462,incremental_representation,0.6432664955946676,0.02,1,0,1,0
462,functionally_redundant,0.06577126223172011,0.14,0,0,0,1
463,stable_endpoint_irrelevant,-0.08209937938313737,0.88,0,1,0,0
463,incremental_representation,0.6709169307648148,0.02,1,0,1,0
463,functionally_redundant,0.05689380778401151,0.14,0,0,0,1
464,stable_endpoint_irrelevant,0.02145467321879039,0.44,0,1,0,0
464,incremental_representation,0.6534822251185188,0.02,1,0,1,0
464,functionally_redundant,0.046670706855188336,0.2,0,0,0,1
465,stable_endpoint_irrelevant,0.02485281068426517,0.26,0,1,0,0
465,incremental_representation,0.6668573131028616,0.02,1,0,1,0
465,functionally_redundant,-0.07173844815042107,0.9,0,0,0,1
466,stable_endpoint_irrelevant,0.04644215530846287,0.2,0,1,0,0
466,incremental_representation,0.6283723460911143,0.02,1,0,1,0
466,functionally_redundant,0.06778066273178732,0.04,1,0,0,1
467,stable_endpoint_irrelevant,-0.05714826925305127,0.92,0,1,0,0
467,incremental_representation,0.6626854696779119,0.02,1,0,1,0
467,functionally_redundant,-0.08248278413696176,1.0,0,0,0,1
468,stable_endpoint_irrelevant,-0.012989114573204643,0.68,0,1,0,0
468,incremental_representation,0.6956808452186489,0.02,1,0,1,0
468,functionally_redundant,-0.08669974882324313,1.0,0,0,0,1
469,stable_endpoint_irrelevant,-0.056173624928235466,0.86,0,1,0,0
469,incremental_representation,0.6445288754150122,0.02,1,0,1,0
469,functionally_redundant,-0.0070315499229698444,0.66,0,0,0,1
470,stable_endpoint_irrelevant,-0.024194689446287602,0.7,0,1,0,0
470,incremental_representation,0.6782242415083204,0.02,1,0,1,0
470,functionally_redundant,0.046613188667882124,0.2,0,0,0,1
471,stable_endpoint_irrelevant,0.002281236710692776,0.46,0,1,0,0
471,incremental_representation,0.6796267896893433,0.02,1,0,1,0
471,functionally_redundant,-0.02033392085008373,0.64,0,0,0,1
472,stable_endpoint_irrelevant,-0.03088835048421206,0.78,0,1,0,0
472,incremental_representation,0.6111648015364107,0.02,1,0,1,0
472,functionally_redundant,0.07093041553440718,0.06,0,0,0,1
473,stable_endpoint_irrelevant,-0.04654664052233254,0.82,0,1,0,0
473,incremental_representation,0.6453543811742857,0.02,1,0,1,0
473,functionally_redundant,0.07825867407671516,0.1,0,0,0,1
474,stable_endpoint_irrelevant,-0.028025594873651014,0.66,0,1,0,0
474,incremental_representation,0.6625371310987298,0.02,1,0,1,0
474,functionally_redundant,-0.009163816361537045,0.48,0,0,0,1
475,stable_endpoint_irrelevant,0.0461457326119596,0.22,0,1,0,0
475,incremental_representation,0.6317508429413048,0.02,1,0,1,0
475,functionally_redundant,-0.047852015590701125,0.82,0,0,0,1
476,stable_endpoint_irrelevant,0.024516039286938126,0.26,0,1,0,0
476,incremental_representation,0.6276119053206605,0.02,1,0,1,0
476,functionally_redundant,-0.030633730274686487,0.82,0,0,0,1
477,stable_endpoint_irrelevant,0.013142542336860345,0.54,0,1,0,0
477,incremental_representation,0.7210041558940268,0.02,1,0,1,0
477,functionally_redundant,-0.0767344484437113,0.96,0,0,0,1
478,stable_endpoint_irrelevant,-0.054060434003241176,0.9,0,1,0,0
478,incremental_representation,0.612366730348971,0.02,1,0,1,0
478,functionally_redundant,0.07370448095507157,0.12,0,0,0,1
479,stable_endpoint_irrelevant,0.01797440850723528,0.3,0,1,0,0
479,incremental_representation,0.6648142433071115,0.02,1,0,1,0
479,functionally_redundant,-0.018838150275904117,0.64,0,0,0,1
480,stable_endpoint_irrelevant,0.01714543931373779,0.4,0,1,0,0
480,incremental_representation,0.6401403344525028,0.02,1,0,1,0
480,functionally_redundant,0.03957448796634912,0.22,0,0,0,1
481,stable_endpoint_irrelevant,0.010486475054696964,0.34,0,1,0,0
481,incremental_representation,0.6489704189217123,0.02,1,0,1,0
481,functionally_redundant,0.031724632845965176,0.32,0,0,0,1
482,stable_endpoint_irrelevant,-0.009934501954259342,0.64,0,1,0,0
482,incremental_representation,0.6449518561179792,0.02,1,0,1,0
482,functionally_redundant,0.07367732412970329,0.14,0,0,0,1
483,stable_endpoint_irrelevant,-0.022990905846261775,0.72,0,1,0,0
483,incremental_representation,0.6851415674056016,0.02,1,0,1,0
483,functionally_redundant,0.027733354280216373,0.24,0,0,0,1
484,stable_endpoint_irrelevant,-0.02693902174609948,0.7,0,1,0,0
484,incremental_representation,0.6692446601169322,0.02,1,0,1,0
484,functionally_redundant,0.02006636051598415,0.3,0,0,0,1
485,stable_endpoint_irrelevant,-0.0027882544723343613,0.6,0,1,0,0
485,incremental_representation,0.600687166554269,0.02,1,0,1,0
485,functionally_redundant,-0.04151929728405093,0.88,0,0,0,1
486,stable_endpoint_irrelevant,0.012516012354547868,0.42,0,1,0,0
486,incremental_representation,0.6614770589260646,0.02,1,0,1,0
486,functionally_redundant,-0.04077820801345235,0.8,0,0,0,1
487,stable_endpoint_irrelevant,-0.0640050117657215,0.96,0,1,0,0
487,incremental_representation,0.6010687033089179,0.02,1,0,1,0
487,functionally_redundant,-0.007949072208333647,0.52,0,0,0,1
488,stable_endpoint_irrelevant,0.025311225718571712,0.38,0,1,0,0
488,incremental_representation,0.706734124764269,0.02,1,0,1,0
488,functionally_redundant,-0.0633612550627533,0.94,0,0,0,1
489,stable_endpoint_irrelevant,0.0006690813442514192,0.46,0,1,0,0
489,incremental_representation,0.6679680232006686,0.02,1,0,1,0
489,functionally_redundant,-0.026916220496667528,0.78,0,0,0,1
490,stable_endpoint_irrelevant,-0.015474404736880512,0.62,0,1,0,0
490,incremental_representation,0.6903066084666717,0.02,1,0,1,0
490,functionally_redundant,0.05855951885693862,0.06,0,0,0,1
491,stable_endpoint_irrelevant,0.007128614563641472,0.44,0,1,0,0
491,incremental_representation,0.637514777320186,0.02,1,0,1,0
491,functionally_redundant,0.06456618829160984,0.08,0,0,0,1
492,stable_endpoint_irrelevant,-0.03757813485049773,0.84,0,1,0,0
492,incremental_representation,0.6550272705763016,0.02,1,0,1,0
492,functionally_redundant,-0.023585170665554586,0.72,0,0,0,1
493,stable_endpoint_irrelevant,-0.012848580580144807,0.74,0,1,0,0
493,incremental_representation,0.6959339945051148,0.02,1,0,1,0
493,functionally_redundant,-0.051912203096129456,0.92,0,0,0,1
494,stable_endpoint_irrelevant,-0.03284360255517787,0.8,0,1,0,0
494,incremental_representation,0.6488470487529511,0.02,1,0,1,0
494,functionally_redundant,-0.017647108108944112,0.6,0,0,0,1
495,stable_endpoint_irrelevant,-0.05092529390859911,0.86,0,1,0,0
495,incremental_representation,0.6647082142999792,0.02,1,0,1,0
495,functionally_redundant,0.05352595760641817,0.08,0,0,0,1
496,stable_endpoint_irrelevant,-0.002592646539494814,0.62,0,1,0,0
496,incremental_representation,0.6458899043549413,0.02,1,0,1,0
496,functionally_redundant,0.003680820796798342,0.64,0,0,0,1
497,stable_endpoint_irrelevant,-0.006953658100646581,0.72,0,1,0,0
497,incremental_representation,0.6327052252669332,0.02,1,0,1,0
497,functionally_redundant,0.06946659791672248,0.08,0,0,0,1
498,stable_endpoint_irrelevant,-0.032070823792568856,0.78,0,1,0,0
498,incremental_representation,0.6447366392202485,0.02,1,0,1,0
498,functionally_redundant,-0.11668314562261997,1.0,0,0,0,1
499,stable_endpoint_irrelevant,0.024512197111764226,0.28,0,1,0,0
499,incremental_representation,0.6648721632747066,0.02,1,0,1,0
499,functionally_redundant,-0.0022881331452202455,0.46,0,0,0,1
