scope,dataset,level,method_id,component,signed_distance,normalized_deficit,boundary_class,frozen_decision,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
FULL_PANEL,PhysionetMI,ALL,U15,Q2_panel_seed,-1,1.0,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U15,0
FULL_PANEL,PhysionetMI,ALL,U5,Q1_panel_seed,-1,1.0,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U5,0
FULL_PANEL,PhysionetMI,ALL,U5,Q2_panel_seed,-1,1.0,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U7,Q2_panel_seed_descriptive,-3,1.0,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U7,Q1_panel_seed,-1,1.0,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U7,Q2_panel_seed,-1,1.0,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U7,Q2_mean,-0.0554269604467493,1.108539208934986,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U7,Q2_worst_descriptive,-0.22426215698873336,1.1213107849436668,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U11,Q2_worst,-0.22553957621444132,1.1276978810722065,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U15,Q2_worst_descriptive,-0.23182603827409115,1.1591301913704557,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U15,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q2_mean,-0.05875929532168102,1.1751859064336203,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U7,Q2_worst_descriptive,-0.24061675889771866,1.2030837944885933,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U7,Q2_mean,-0.06117206102158973,1.2234412204317946,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U7,0
FULL_PANEL,Cho2017,ALL,U7,Q2_worst,-0.247446427006688,1.2372321350334399,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U7,Q2_worst_descriptive,-0.2676381136991466,1.338190568495733,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U5,Q2_upper,-0.06703105058717425,1.340621011743485,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U7,Q2_mean,-0.06974543506538401,1.3949087013076802,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U7,0
FULL_PANEL,Lee2019_MI,ALL,U7,Q2_worst,-0.27939011152580334,1.3969505576290167,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U7,Q2_worst,-0.28269387355971287,1.4134693677985644,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U5,Q2_worst_descriptive,-0.2850105452169612,1.4250527260848058,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U5,0
FULL_PANEL,Cho2017,ALL,U14,Q2_worst,-0.29556456549306037,1.4778228274653018,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U14,0
FULL_PANEL,Lee2019_MI,ALL,U5,Q2_worst,-0.30528135422996944,1.526406771149847,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U13,Q1_worst_descriptive,-0.15295322640154477,1.5295322640154476,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U13,0
FULL_PANEL,Lee2019_MI,ALL,U14,Q2_worst,-0.30594805684946275,1.5297402842473136,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U5,Q1_mean,-0.07651996915927421,1.530399383185484,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U5,Q1_worst_descriptive,-0.16380268354170593,1.6380268354170593,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U7,Q2_worst_descriptive,-0.33451806606287343,1.672590330314367,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U14,Q2_worst_descriptive,-0.33671870834609735,1.6835935417304866,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U7,Q2_worst_descriptive,-0.34310883399185216,1.7155441699592606,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U7,0
FULL_PANEL,Cho2017,ALL,U7,Q2_mean,-0.08815885049393767,1.7631770098787531,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U14,Q2_worst_descriptive,-0.3561034641117163,1.7805173205585814,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U14,0
FULL_PANEL,PhysionetMI,ALL,U7,Q2_upper,-0.0902260193671854,1.804520387343708,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U13,Q1_worst_descriptive,-0.18203146445926663,1.8203146445926661,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U13,0
FULL_PANEL,PhysionetMI,ALL,U11,Q1_worst,-0.18390709967436084,1.8390709967436083,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U7,Q1_mean,-0.09304975924801731,1.860995184960346,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U14,Q2_worst_descriptive,-0.3726972171215021,1.8634860856075104,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U7,Q2_worst_descriptive,-0.3736358966538414,1.868179483269207,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U14,Q2_worst,-0.38405256681698424,1.920262834084921,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U14,Q2_worst_descriptive,-0.3855785931830051,1.9278929659150252,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U14,Q2_worst_descriptive,-0.3866282808321562,1.933141404160781,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U14,0
FULL_PANEL,Lee2019_MI,ALL,U11,Q1_worst,-0.19559922064449745,1.9559922064449744,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U11,0
FULL_PANEL,Lee2019_MI,ALL,U7,Q2_mean,-0.097980467708127,1.95960935416254,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U7,Q1_mean,-0.09829292735542966,1.9658585471085932,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U7,0
FULL_PANEL,Lee2019_MI,ALL,U11,Q1_maxT,-0.09854204495170667,1.9708408990341333,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U11,Q2_worst_descriptive,-0.3981100811031914,1.9905504055159569,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U11,0
FULL_PANEL,PhysionetMI,ALL,U5,Q1_mean,-0.10062426134726882,2.012485226945376,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U5,0
FULL_PANEL,Cho2017,ALL,U13,Q1_worst,-0.20517079568792526,2.0517079568792527,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U13,0
FULL_PANEL,PhysionetMI,ALL,U13,Q1_worst,-0.210447119102707,2.10447119102707,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U13,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U7,Q2_mean,-0.10657226592249126,2.131445318449825,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U13,Q1_worst_descriptive,-0.228310126916584,2.28310126916584,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U13,0
FULL_PANEL,Cho2017,ALL,U5,Q1_worst,-0.23627814839364034,2.3627814839364034,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U7,Q1_mean,-0.11908920188880226,2.381784037776045,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U5,Q2_worst_descriptive,-0.4903357093836909,2.4516785469184543,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U5,0
FULL_PANEL,Lee2019_MI,ALL,U5,Q2_mean,-0.12303959422160228,2.4607918844320453,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
FULL_PANEL,PhysionetMI,ALL,U7,Q1_mean,-0.12381923012727995,2.476384602545599,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U14,Q2_mean,-0.12471399870970136,2.494279974194027,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U5,Q1_mean,-0.12472855353526344,2.4945710707052684,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U14,Q1_mean,-0.12767755895190452,2.5535511790380903,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U14,0
FULL_PANEL,PhysionetMI,ALL,U14,Q2_mean,-0.13059669630393073,2.6119339260786143,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U15,Q2_maxT,-0.13154630208889634,2.6309260417779265,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U15,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U14,Q2_mean,-0.1364793938981601,2.729587877963202,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U14,Q2_worst_descriptive,-0.5832952662883766,2.9164763314418827,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U7,Q1_mean,-0.14934553289913027,2.9869106579826052,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U13,Q1_worst_descriptive,-0.30111544303231863,3.0111544303231863,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U13,0
