scalarization_id,target,n_trajectories,mean_pairwise_auc,top1_joint_good_rate,auc_positive_side
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,6,18,0.5354813796476449,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,7,18,0.4763358702489138,0.3888888888888889,0
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,8,18,0.6067370668456432,0.5555555555555556,1
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,9,18,0.5872398236507848,0.4444444444444444,1
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,1,18,0.5777223003041777,0.3333333333333333,1
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,2,18,0.6344081117272095,0.3333333333333333,1
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,3,18,0.4857237474236266,0.5,0
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,4,18,0.6000333144199899,0.7222222222222222,1
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,5,18,0.6017315485471169,0.2777777777777778,1
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,6,18,0.5518030858594578,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,7,18,0.46666602318776224,0.3333333333333333,0
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,8,18,0.5942184935975308,0.5555555555555556,1
leakage_rank_risk__leakage_0.6__rank_0.4__risk_0.0,9,18,0.585880769932494,0.4444444444444444,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,1,18,0.5091248854730678,0.3333333333333333,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,2,18,0.5278925387257618,0.16666666666666666,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,3,18,0.525255357229995,0.3333333333333333,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,4,18,0.5735750182617204,0.8333333333333334,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,5,18,0.5458676825328749,0.16666666666666666,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,6,18,0.5261470563764438,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,7,18,0.4851034472773603,0.16666666666666666,0
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,8,18,0.5808836961056413,0.6666666666666666,1
leakage_rank_risk__leakage_0.7__rank_0.0__risk_0.3,9,18,0.5086904239078152,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,1,18,0.5176211721231785,0.3333333333333333,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,2,18,0.5331067724826972,0.2777777777777778,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,3,18,0.5019004747265616,0.4444444444444444,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,4,18,0.5776385139243128,0.8333333333333334,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,5,18,0.5649710672856774,0.16666666666666666,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,6,18,0.5288080053242308,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,7,18,0.48062402171097823,0.3333333333333333,0
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,8,18,0.5867023647374496,0.5555555555555556,1
leakage_rank_risk__leakage_0.7__rank_0.1__risk_0.2,9,18,0.5367838497377895,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,1,18,0.5399952533678527,0.3333333333333333,1
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,2,18,0.5451633274738756,0.3333333333333333,1
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,3,18,0.49556131100515155,0.5,0
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,4,18,0.5885187136557857,0.8333333333333334,1
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,5,18,0.58812266356126,0.1111111111111111,1
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,6,18,0.53431210027228,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,7,18,0.4708007773225165,0.3333333333333333,0
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,8,18,0.5797470658995635,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.2__risk_0.1,9,18,0.5549844446063004,0.3888888888888889,1
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,1,18,0.5395578768891377,0.2777777777777778,1
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,2,18,0.5712732086956862,0.3333333333333333,1
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,3,18,0.4848557100217728,0.5,0
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,4,18,0.5937345672542164,0.7222222222222222,1
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,5,18,0.6022873193225545,0.2222222222222222,1
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,6,18,0.548725628771966,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,7,18,0.4618893425415165,0.3333333333333333,0
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,8,18,0.5693521389071351,0.5,1
leakage_rank_risk__leakage_0.7__rank_0.3__risk_0.0,9,18,0.5535267960055567,0.3333333333333333,1
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,1,18,0.4936501782256145,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,2,18,0.48772055804774744,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,3,18,0.4940544811468725,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,4,18,0.5597491547980109,0.8333333333333334,1
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,5,18,0.5610060504797346,0.16666666666666666,1
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,6,18,0.5301708834348161,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,7,18,0.4667374171721998,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,8,18,0.5633313724170987,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.0__risk_0.2,9,18,0.5051369487214065,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,1,18,0.5004497173725321,0.3333333333333333,1
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,2,18,0.4975326817140837,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,3,18,0.4926373305751324,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,4,18,0.5848351156570955,0.8333333333333334,1
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,5,18,0.5791901378662399,0.16666666666666666,1
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,6,18,0.527975917062538,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,7,18,0.46716691521039344,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,8,18,0.5590269949895954,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.1__risk_0.1,9,18,0.522840251350996,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,1,18,0.5111425133742278,0.3333333333333333,1
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,2,18,0.5188851034854625,0.3333333333333333,1
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,3,18,0.48389472566706865,0.5,0
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,4,18,0.5846342362284132,0.7777777777777778,1
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,5,18,0.5967878592159883,0.16666666666666666,1
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,6,18,0.5399188254675129,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,7,18,0.4588824219259002,0.3333333333333333,0
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,8,18,0.552908132444149,0.5,1
leakage_rank_risk__leakage_0.8__rank_0.2__risk_0.0,9,18,0.5302884903147271,0.3888888888888889,1
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,1,18,0.4691157430374132,0.3333333333333333,0
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,2,18,0.43746542372810127,0.3333333333333333,0
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,3,18,0.4734643711092985,0.16666666666666666,0
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,4,18,0.5771351925604411,0.8333333333333334,1
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,5,18,0.5778431202358666,0.16666666666666666,1
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,6,18,0.522084865989456,0.5,1
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,7,18,0.4611738020433672,0.3333333333333333,0
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,8,18,0.5408678073973381,0.5,1
leakage_rank_risk__leakage_0.9__rank_0.0__risk_0.1,9,18,0.5050029308337654,0.5,1
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,1,18,0.48637057217936314,0.3333333333333333,0
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,2,18,0.4729309059315502,0.3333333333333333,0
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,3,18,0.469111512816223,0.3333333333333333,0
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,4,18,0.5661742420735446,0.8333333333333334,1
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,5,18,0.5964303921107695,0.16666666666666666,1
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,6,18,0.5396965767473103,0.5,1
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,7,18,0.45536277731929903,0.3333333333333333,0
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,8,18,0.5380618630014415,0.5,1
leakage_rank_risk__leakage_0.9__rank_0.1__risk_0.0,9,18,0.5054376501423811,0.5,1
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,1,18,0.46367387595948795,0.3333333333333333,0
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,2,18,0.4025222346366554,0.3333333333333333,0
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,3,18,0.43775367982795516,0.16666666666666666,0
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,4,18,0.54693901929428,0.8333333333333334,1
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,5,18,0.5934017200713352,0.16666666666666666,1
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,6,18,0.5396538786158711,0.5,1
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,7,18,0.44530399552138683,0.3333333333333333,0
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,8,18,0.5196171878941542,0.5,1
leakage_rank_risk__leakage_1.0__rank_0.0__risk_0.0,9,18,0.49471885329581483,0.5,0
