replicate,p1_subject_delta,p2_task_nll_delta,p3_overlap_delta
3852,3.5132663254337215,-0.015003765110495504,-0.018952072335873375
3853,3.6130870101615082,-0.02789824684233544,-0.016391422520769694
3854,3.6059423023474744,0.002119738053264264,-0.01829479397162619
3855,3.399591166480735,-0.011613326102948296,-0.015228772616334662
3856,3.4399402634783165,-0.027599146809651476,-0.0090681659960236
3857,3.4974977215027603,-0.016283740252724943,-0.014194585318363876
3858,3.4681008798948456,-0.01129340295105008,-0.01813657649593021
3859,3.736143486973865,-0.020648169297425856,-0.015004544056489849
3860,3.4961611424007595,-0.04188944360891744,-0.015851483650168474
3861,3.9216642332676637,0.0015533577757720352,-0.00706246687365001
3862,3.463231601216761,-0.00947361586051887,-0.019719019587702155
3863,3.680667125999477,0.0009881823696633596,-0.011593855354684997
3864,3.5257932132046865,0.009324382592579727,-0.016396980723851328
3865,3.6335910389434765,-0.022256717332704845,-0.020609636576270882
3866,3.7929362380210687,0.030686228938384463,-0.021069615356426086
3867,3.5778583500154655,-0.03918350806224247,-0.015535766381742089
3868,3.7427496856960225,-0.027185700632537113,-0.016731737310132673
3869,3.5917530838350267,0.016261998153638046,-0.019412386329728432
3870,3.54874591773476,-0.005140480931383973,-0.01206583909972182
3871,3.5188771691921694,-0.001901016956936008,-0.023955602200574806
3872,3.6628861247342153,-0.003222387644867819,-0.017321594049272103
3873,3.5222963841736177,-0.03832857319169536,-0.012369141868512401
3874,3.520696361871656,-0.03425490680308885,-0.009669859752720323
3875,3.615789109223799,-0.03140517528075337,-0.011415900165023102
3876,3.408188227796709,-0.013547673841714403,-0.011497806206174997
3877,3.6570497346307125,-0.006593127820290423,-0.010674543837592046
3878,3.508805324133519,-0.02622825120488903,-0.012242417067514718
3879,3.484672780868133,-0.013728236607177369,-0.006808680310909695
3880,3.5667052881238037,-0.013349343352429877,-0.024787864357852865
3881,3.4946896596690973,-0.012431540425072996,-0.00969448848682455
3882,3.648335537643743,-0.02625031029191982,-0.013620182086303924
3883,3.7337371285603886,0.010510069145440504,-0.016009962234883886
3884,3.772376142686226,-0.02161664144651043,-0.0072970565968407605
3885,3.6441610378028084,-0.02260603348532042,-0.02288836256868405
3886,3.4686929685810086,0.002159502334108776,-0.008552893957080362
3887,3.6835626504505097,-0.05296717924063188,-0.012651566347594553
3888,3.5801671064633735,-0.01402124558214668,-0.007944327564433057
3889,3.4364705570074228,-0.02295186297063445,-0.02107835577481887
3890,3.6708737070550232,-0.026124496312025958,-0.018908311572312184
3891,3.5770739444684367,-0.03849939392302071,-0.006880206931462164
3892,3.511638525046723,0.007617187235166689,-0.010970268036553679
3893,3.5339173746294095,-0.019341908201695457,-0.009913079713445978
3894,3.6936199216894376,-0.022659644164032766,-0.009673037051791608
3895,3.5075395209980123,-0.02737390321472999,-0.02104676051738581
3896,3.728313298295903,-0.035203020210207825,-0.016315835522472063
3897,3.7266631215235426,0.011424632423641334,-0.01649215249579936
3898,3.569039127727676,-0.00494591192210736,-0.00754906553367923
3899,3.6466207211106587,-0.02230685166801738,-0.01534605735859396
3900,3.5893489028969734,-0.035540269181657536,-0.006949216285318489
3901,3.611165580241652,-0.0025591643401043918,-0.02320373300174988
3902,3.5696575334516347,-0.023253881058162396,-0.015696209493672085
3903,3.629361980623203,-0.03808087054470333,-0.01677106281609324
3904,3.6776259641516162,-0.04781579374750988,-0.013428220351582597
3905,3.6250998377520114,0.011729986694381633,-0.010167037985946141
3906,3.7617667275550244,-0.03668289993689067,-0.014292239022935853
3907,3.691952101325989,-0.0127683120876112,-0.0130622309730608
3908,3.6740460018775103,-0.004034539607170373,-0.01880876553277158
3909,3.4324497339550852,-0.012661031867841732,-0.018869957613070042
3910,3.6000721067325654,-0.017015581636329102,-0.013008242192836996
3911,3.4306249077085487,-0.013827077045314606,-0.017276390938170114
3912,3.6568012762748054,-0.057313494392147835,-0.020493772928577136
3913,3.5522346337058535,0.02976369159629888,-0.014035150661825244
3914,3.49625359554192,-0.02020423198906318,-0.017429908364408303
3915,3.4656222689535148,-0.019245243050894256,-0.009237617749004046
3916,3.528376240713331,-0.02557493379239517,-0.0155706851858093
3917,3.491290605513577,-0.03349311517664644,-0.008770944801591407
3918,3.5364668026210677,-0.03623746021716556,-0.013883505506694593
3919,3.548238626111676,-0.057140621935310776,-0.01281946150359448
3920,3.4495778415816574,-0.014724757039316305,-0.018433626974017344
3921,3.5740159287002626,-0.0074592499322694295,-0.013810239526035592
3922,3.8092371985068656,-0.03779737618043422,-0.011360075797110347
3923,3.7007083990372074,0.0021439599555193034,-0.017803372785167967
3924,3.6976913528251854,-0.03722511369203607,-0.01108060926464817
3925,3.652046772470128,-0.02951920430164412,-0.01909935749382493
3926,3.565353569565888,-0.029402452046119798,-0.02243245123767566
3927,3.59601502445162,-0.02296397213250101,-0.015080615213664328
3928,3.661340528536847,-0.009770274610217289,-0.014963781475470419
3929,3.590410464931619,-0.02073877399203994,-0.012273664969748119
3930,3.5520182505776763,-0.0404323792520902,-0.01611915867516486
3931,3.583464403804965,-0.021239522515034803,-0.012476469972172673
3932,3.463931221470112,-0.02595924033589636,-0.019421615525718024
3933,3.6573280146487055,-0.038583918072124135,-0.009776824413883167
3934,3.618573515484137,-0.032124877821856135,-0.009968741521067345
3935,3.4994272398513293,-0.02583668745248735,-0.020179662489354638
3936,3.5944158611552366,-0.001504916023134406,-0.009763719747475363
3937,3.5300463425364654,-0.055120352499567815,-0.012294705580052325
3938,3.6415989756744143,-0.03482811452378831,-0.006782819379289616
3939,3.670879070641344,-0.011593128304268063,-0.015726942966577034
3940,3.414080428731772,-0.031247418838701968,-0.02284899354110839
3941,3.604357535415827,-0.06350076395998938,-0.011792277455713377
3942,3.6199138040430388,0.006501170752558405,-0.01944997913865305
3943,3.4467128273191987,0.0026476098803041026,-0.022138852408821106
3944,3.621332505624855,-0.019568367782084373,-0.021569477183541363
3945,3.6796792880305476,-0.020567788199162607,-0.017147814291890384
3946,3.668414349602924,0.012569521123962701,-0.017827743429631004
3947,3.598657041903694,0.020775217880033114,-0.007486688588103932
3948,3.5514548572151483,-0.04273369036258101,-0.014344312262089643
3949,3.5330011190722654,-0.03523994488207993,-0.011585793552791143
3950,3.6627404134014525,-0.026026411143419637,-0.012675588484633162
3951,3.6886958183825165,-0.007998991927039789,-0.019835841533898682
3952,3.3281666209496836,-0.03819478017173461,-0.005813254110376597
3953,3.5653872183266984,-0.011258983049886595,-0.019407208439262854
3954,3.6178104691503234,-0.03436837911475488,-0.022008099048290684
3955,3.429835963725444,-0.042853288746771856,-0.010158355856182084
3956,3.5695232767385825,-0.013383550709281877,-0.007233024498066683
3957,3.728555579968506,0.02418116437301343,-0.014914826340953698
3958,3.6825565548593095,-0.018655776075577002,-0.008786422363619206
3959,3.42952052060644,-0.013433574946511317,-0.013976184001811286
3960,3.538111990495626,0.007400609129507352,-0.012108981090210608
3961,3.539792950471134,-0.005173820315768296,-0.024306961633670188
3962,3.500187986048007,-0.030932254327377784,-0.016672171091514955
3963,3.6309294164363783,-0.02425851329128559,-0.012897602785941906
3964,3.5528928104490496,-0.03406311901978931,-0.013226877428331639
3965,3.7107865813212513,-0.012832953211827647,-0.013508535260318429
3966,3.658905458673278,-0.038663243783371826,-0.022106611225990398
3967,3.6583648371140063,-0.03360519628491465,-0.016413164977320233
3968,3.568666290578358,-0.0026657676197081592,-0.013415519058619308
3969,3.6448561160792146,-0.011952572843270115,-0.016499932196979466
3970,3.611586453746814,-0.0004440747265577194,-0.015188484777792222
3971,3.646362693787318,-0.02012855211580522,-0.016055291878341513
3972,3.7216244534507417,-0.022531797474796722,-0.01840672284810492
3973,3.5563890734541186,-0.029823363240580658,-0.014049894190346923
3974,3.536718458631415,-0.01266207470016445,-0.011798617918781985
3975,3.7556088224808715,-0.007617903982841678,-0.018716654925236116
3976,3.65255799752668,-0.041276215861496546,-0.028786059940393374
3977,3.4323675076146007,-0.03284862972649094,-0.009615794893537349
3978,3.7319445706705685,0.00010684697835872115,-0.013988696048781366
3979,3.5911428507810434,-0.02410620548075837,-0.01800857468035563
3980,3.6647826938474846,-0.0193227201739381,-0.013373088062724098
3981,3.762082875034732,-0.026987360196751187,-0.016880222810069886
3982,3.594893560276261,0.02039192215622343,-0.0026607176173110425
3983,3.7249039353667905,0.011277644650966145,-0.0126592040590933
3984,3.4689814412057287,-0.03627060738132526,-0.016851495926923206
3985,3.5321484502845437,-0.03169830572816856,-0.0077406832068447964
3986,3.531666314725122,-0.013273546572220685,-0.007673435126788579
3987,3.5967095099126274,-0.003763073749081247,-0.009744371915867828
3988,3.4553293312744486,-0.0021680508117061237,-0.01709081117099136
3989,3.5248916938630073,-0.029031593860999294,-0.007564677014349649
3990,3.6621387531762064,0.03356289019623837,-0.013694788460958868
3991,3.6857360925175695,0.005498702688357504,-0.0029370155011645
3992,3.4308650306044024,-0.02162174804323458,-0.014675088428012736
3993,3.5262726878341235,-0.0011190537340159956,-0.01098290549096824
3994,3.470158279993968,-0.04560939229359473,-0.006944233619093184
3995,3.725868500706417,-0.027198048980923595,-0.024179789784863005
3996,3.514759891062245,-0.035285056484287036,-0.005429172516586745
3997,3.305434684409166,-0.01434911982030096,-0.008529229725155803
3998,3.798198575350299,-0.057842799081594176,-0.013773710524052664
3999,3.5646158434191557,-0.02759847945766758,-0.00864785485931667
4000,3.44671969817798,-0.028353933261936692,-0.014424921022533288
4001,3.568825572012831,-0.019289508537489564,-0.012323139208832965
4002,3.5273250978572843,-0.021743191737311207,-0.012887906015972131
4003,3.406643931817124,-0.01475605310819228,-0.015911576728679492
4004,3.387436075506691,-0.034723887655246255,-0.024382695039198526
4005,3.6760399746499828,-0.029708762599673033,-0.01946263057273411
4006,3.4867250790199376,-0.04135507460664822,-0.008616183475821833
4007,3.5591206126591572,-0.006199745976501525,-0.015484694919395511
4008,3.660748199099931,-0.02361230084404653,-0.012673838423135058
4009,3.6067078787758655,-0.003415972840096426,-0.00811598238096908
4010,3.4778644789274806,-0.044175477724490264,-0.015059883480721653
4011,3.7337724936492944,-0.010922604471174768,-0.020282697661491364
4012,3.5771329763854927,-0.034732263376936245,-0.011785811674058996
4013,3.5726453475875894,0.028099288933606026,-0.014179864008764548
4014,3.6792721761938365,-0.027587002836784613,-0.016898426371655912
4015,3.6643726134342334,-0.024571958745157385,-0.00447942612763267
4016,3.511101013419567,-0.02474478233249,-0.02499235007372017
4017,3.58176441750396,-0.03499363777399411,-0.013350932444808224
4018,3.6872513373136986,-0.0370522001774769,-0.018229292844520326
4019,3.680393680936543,-0.012206115295726239,-0.018890509797489297
4020,3.6719020373027456,-0.0040919854450547355,-0.01879285252640544
4021,3.7308319935305243,0.007009210026382551,-0.015478703621662458
4022,3.5840148636269675,-0.014476438357543309,-0.014079234466007881
4023,3.5842756622583427,-0.02947309218820582,-0.02005019383499907
4024,3.701261900134552,-0.02903752639507129,-0.0177800496506901
4025,3.570667618743461,-0.003454841484904936,-0.014993765381518656
4026,3.5152829923179847,-0.0026850224688463875,-0.007785610001223516
4027,3.5590687588202945,-0.0420551080839382,-0.010718912919883108
4028,3.506504578061544,0.001452154161918795,-0.014358753300834401
4029,3.688994188456751,-0.01868227416122359,-0.020384799342787568
4030,3.604373813875418,-0.03917340139136716,-0.02104224772267744
4031,3.6441331648698094,-0.012230917928172769,-0.016508460731183824
4032,3.795734377526572,-0.03851477167686257,-0.017990705981438062
4033,3.58956590866263,-0.029704452448237717,-0.012847149367792556
4034,3.528195944538169,-0.0030873821437156224,-0.004738889984255673
4035,3.6494018988484402,0.005468426997329967,-0.01272975951625763
4036,3.731115578732129,0.009655296508588318,-0.010017916042761539
4037,3.6299898958943437,-0.023584682561512693,-0.009064624270781894
4038,3.7294555548101322,-0.021339549767069865,-0.017771397608144376
4039,3.6270403178456974,-0.032944905853339534,-0.022693165959472197
4040,3.5839037657465296,-0.03613046294033051,-0.00576560174490387
4041,3.5084748866431927,-0.008812832032029316,-0.01688474575065236
4042,3.5356563197947164,-0.018311277249825064,-0.015441514736852738
4043,3.4763099330885594,-0.04530073173373461,-0.012063596072241556
4044,3.56727243058405,-0.007120957515725834,-0.008321520989172305
4045,3.3434350283147567,-0.03798473402933178,-0.01603416429215984
4046,3.489384294538777,0.005667429995447559,-0.01992868593634015
4047,3.783303966663743,-0.028979647876489434,-0.011266404032460684
4048,3.4152110601587147,-0.03813429536772439,-0.012120553673863315
4049,3.760578395534797,-0.013429813241192967,-0.020590209354086408
4050,3.4642294703511736,-0.0394754406775677,-0.0015105435323986387
4051,3.6473467755310183,-0.004569384577005842,-0.0034513226608232916
4052,3.5622370647668453,-0.03673176236557829,-0.015311521315295586
4053,3.650646256737846,0.00974959901328809,-0.014592331054374352
4054,3.5370466176937176,-0.035556114618043644,-0.012535590045682086
4055,3.854153880513393,-0.015879577811333867,-0.01388333035693226
4056,3.6523885823318896,-0.024323056315681324,-0.023726870349445105
4057,3.561543484768764,-0.033035542565725606,-0.011667676891966575
4058,3.697681854504856,-0.0294976816949295,-0.013269678991823578
4059,3.680857572665774,-0.012466129956693273,-0.02449885076671009
4060,3.5443212868550784,-0.01377918223012653,-0.01619636459629673
4061,3.732257514258335,-0.044945975570280794,-0.01357546038115386
4062,3.624594231764996,-0.02647136333195288,-0.012699609231600482
4063,3.601726166338163,-0.020047656012442072,-0.024846192702492415
4064,3.7531866339762816,-0.04575035185813903,-0.005694615762227299
4065,3.4807246504537446,-0.01453519599448283,-0.00857803435597606
4066,3.497039211971346,-0.013931067782657625,-0.019893130153230038
4067,3.711353192190024,-0.01484433722045475,-0.016182119089120237
4068,3.67024357980802,-0.041228131743769936,-0.028947439007498073
4069,3.5655089044514896,-0.019344006395880076,-0.023623968763419708
4070,3.3724607000961737,0.0017464152935837696,-0.018590513311289057
4071,3.538955280247841,-0.019224385921461806,-0.010673588361338991
4072,3.559748087842284,-0.01978480850873021,-0.017460924382097853
4073,3.648640097816436,-0.017992311805298034,-0.014061796265888295
4074,3.7113661323399763,-0.023571899719030398,-0.019572752652325942
4075,3.6752119397748535,-0.013138432611853545,-0.014692592713472483
4076,3.6870593328421517,-0.03343708301508341,-0.017244702345668324
4077,3.6846329226465713,-0.02314364695549198,-0.021539812927020882
4078,3.6992139154532735,-0.04769373032404989,-0.012048428524923653
4079,3.696588733730989,-0.03377595014002255,-0.01658241921413486
4080,3.519033410899465,0.002905576690082068,0.002214428886238337
4081,3.596553443246047,-0.046598597318904034,-0.012385003239317193
4082,3.52119513877052,-0.030870583037880373,-0.0073930232929537605
4083,3.7376823778559287,-0.003083133320799014,-0.01200524275242159
4084,3.364534065366259,-0.03841214679017657,-0.01286156420673958
4085,3.5637074725801647,-0.026294191064260453,-0.011750784741250107
4086,3.7759393751748815,-0.03912590414048012,-0.01308283974536361
4087,3.6557739722472014,0.0005373126846781595,-0.01164681654728248
4088,3.6092796104552076,0.017623030823283425,-0.008229125795756229
4089,3.402434029344811,-0.0304287535518859,-0.011598029335872454
4090,3.6479870853698824,0.02518885952580341,-0.017235533032064477
4091,3.487463180760873,-0.024966607460997547,-0.010649260783238971
4092,3.6495599185471135,-0.018226087321258078,-0.019544534043861833
4093,3.696022828242368,-0.021173595135825174,-0.005837900573082137
4094,3.3084872444412685,-0.021707092599665412,-0.012075159724921191
4095,3.4436398998589297,-0.012725303409886646,-0.012489190435944725
4096,3.5593716268005604,0.05043785039591464,-0.011058873281215718
4097,3.5106687135495473,-0.02839953770841941,-0.02322595507988472
4098,3.513928950781889,0.007868704236399626,-0.01451412309967182
4099,3.4528303710510304,-0.016208878064790877,-0.006213850769980482
4100,3.346119394413848,-0.01767948524469576,-0.01433491488782299
4101,3.4235126452151556,-0.053135007191249084,-0.013903762439630218
4102,3.599360034704277,-0.050751666523316974,-0.011535542150944846
4103,3.327852264894103,-0.05719544700013879,-0.012226943656961312
4104,3.717404234229788,-0.01333990327039647,-0.024827084695525664
4105,3.5697688033945543,-0.0005274526012075675,-0.02104936432210971
4106,3.5232294932327526,-0.004213994838692781,-0.018420277278238067
4107,3.5567257736890845,-0.02030383187880158,-0.012094913132672195
4108,3.5956227160895464,-0.043937107497297845,-0.018040476700513675
4109,3.447982185489344,-0.03588824473318253,-0.012461256088342702
4110,3.610718502438709,0.0005559860965633767,-0.017303535847999128
4111,3.5670434071284713,-0.03995945409810675,-0.006577195084049425
4112,3.3544078363552536,-0.02806258167534148,-0.015770113460613685
4113,3.4688219473498485,0.021115542625015582,-0.007323207922722511
4114,3.613264262958411,-0.024387799415720224,-0.011587681611617936
4115,3.6409216354560137,-0.022918284757310392,-0.014510911148251995
4116,3.621918286507573,-0.03328440031317115,-0.016175067178289624
4117,3.356230193218108,-0.02678869673487716,-0.010432861760840594
4118,3.5341696165437515,-6.275018914392305e-05,-0.012442041624640774
4119,3.708511043349519,-0.01450674517922712,-0.013405210356455134
4120,3.5067704993927284,-0.026822249025484357,-0.003751826542404798
4121,3.6077223205513707,-0.012581284761839395,-0.018606501189852666
4122,3.4699887825205114,-0.029520364811648214,-0.008742946663836508
4123,3.5615459776150793,-0.03326879092317547,-0.010760091746278098
4124,3.5598853703851367,-0.04432250156580375,-0.007890982285441162
4125,3.665198100641933,-0.015152955826406078,-0.018330757011945625
4126,3.666312497746181,-0.019207831415995358,-0.007777490565401661
4127,3.4337284121164746,-0.02419025630261551,-0.0078015818225568405
4128,3.4066711001398007,-0.056123761522411275,-0.011108359749657331
4129,3.6416076115447344,-0.020198483264192824,-0.017551982877414107
4130,3.6806874355397707,-0.031311691853032286,-0.02342255398841765
4131,3.419194640336532,0.005910908172054974,-0.012248745897800586
4132,3.6179725611627944,-0.02375734867898993,-0.011614723574560955
4133,3.654479451070918,-0.030489140654681446,-0.01981418788757221
4134,3.609700426364504,-0.030766093598147304,-0.012882327672853352
4135,3.60899191654485,-0.026300223678541457,-0.022791192229162045
4136,3.548371074038827,-0.03196077998766844,-0.020961909595145125
4137,3.524109864132678,0.011585046445852676,-0.011267596510643938
4138,3.699798077315286,0.021845339968765032,-0.01050875994571374
4139,3.684129525726483,-0.03000373677896251,-0.00808254192774584
4140,3.6403469726522832,-0.0466565784867492,-0.020607008648423766
4141,3.6756214837224945,-0.039304505332476314,-0.013288480109871555
4142,3.7486239268167596,-0.02449311225989792,-0.014754794851326688
4143,3.6453598775958564,-0.010452272870121515,-0.008515126743674765
4144,3.6069327839629572,-0.028359024635217,-0.011034658828554735
4145,3.57300789562303,-0.026434747789468194,-0.015169736937461178
4146,3.756277991890376,-0.012724057958751533,-0.016550613298891674
4147,3.5454073397297656,-0.018708728124943175,-0.014211117101563756
4148,3.645955553478041,-0.009165851247245005,-0.016091904731276488
4149,3.7389556574790985,-0.013705146816697766,-0.0186620039534734
4150,3.625445401420924,0.03793386645216579,-0.012516311662170092
4151,3.4898117476427752,-0.02850148144709541,-0.016702149404168826
4152,3.3823069097214606,-0.026181996469083924,-0.01127828157298005
4153,3.6341818905324397,-0.02467236256628791,-0.014940857297075099
4154,3.5322315464075396,-0.023229392110138747,-0.017876952844292127
4155,3.4835424570493903,-0.03438890789119586,-0.012641803236922818
4156,3.562924424616296,-0.0526907820464948,-0.011071386049808812
4157,3.552305503708795,-0.012581192991047097,-0.017956567022437208
4158,3.5474719215658688,-0.009609177807547997,-0.016121381693919832
4159,3.6674201357728444,-0.028105546002582305,-0.012961197474002067
4160,3.596119444667818,-0.03061263046745122,-0.015865701830951057
4161,3.5068755911003615,-0.006722141653864977,-0.012880190001205376
4162,3.528605811256467,-0.005988628938922158,-0.019449448280922085
4163,3.4432356882487523,-0.015207813871768394,-0.021962452671418158
4164,3.6708024522797924,-0.025038039291729763,-0.016027378894047453
4165,3.743900588561125,-0.015316381312696858,-0.013495018817231846
4166,3.5620931648501712,0.02851146877221966,-0.015072418090815526
4167,3.4829872399843325,-0.0294236960882861,-0.018576596633761953
4168,3.6326172112485073,0.011320796927944965,-0.0161861431682125
4169,3.614357105256953,-0.03570945870275022,-0.008788386435393501
4170,3.655220097549357,-0.029088103918186725,-0.014704606391116995
4171,3.6639927997536486,-0.03844698284148773,-0.013895719604829587
4172,3.62961308270408,-0.017875483223158017,-0.014712073148276043
4173,3.5956819377509213,-0.02603700268005671,-0.024127970730993258
4174,3.7141655894331027,-0.028900438311544985,-0.015451886346971137
4175,3.673695448194774,-0.01041569285239241,-0.0074888408501377485
4176,3.5593338546769573,-0.026016321421471922,-0.0029761415898431585
4177,3.6466467608319544,-0.028211841557486128,-0.0029931074654179976
4178,3.7068982172297056,-0.01017321088435219,-0.014757179282731944
4179,3.6869421929643478,-0.020298156151965063,-0.021315811486899237
4180,3.7490014426845293,-0.011964750780018019,-0.01479186333983136
4181,3.522705124803413,-0.02996404256348173,-0.02083584985611041
4182,3.7263214585807556,-0.031910590380203274,-0.01957977673173552
4183,3.5565380366005983,-0.02236718467560639,-0.010081852765957647
4184,3.5506525305502756,-0.007522934149462035,-0.01632022772292853
4185,3.6631683970914426,-0.020822489182362514,-0.01116636427971614
4186,3.3581506468410174,-0.023551462382803035,-0.009799301132622947
4187,3.562873597783188,-0.0059342533546726806,-0.017065410130174038
4188,3.5349683032588075,-0.019904083832264607,-0.011274494348878478
4189,3.723293077444935,-0.023418516906610343,-0.016287858794455642
4190,3.647868982644906,0.014427430708355171,-0.011783596982029895
4191,3.5219069757734633,-0.03517850338273698,-0.015723855748692502
4192,3.4374481470099605,-0.010490218604080948,-0.01908392649472367
4193,3.698836064411703,-0.048066948360441675,-0.012897286873792126
4194,3.590999972635958,-0.00948004670594349,-0.021944674924071227
4195,3.5670607999197195,-0.004771535307229069,-0.016490147991430424
4196,3.8360334242830616,0.008722686619778042,-0.017903017226322884
4197,3.737757044903242,0.0018836341777319632,-0.009465648475766267
4198,3.5722971704417965,-0.019283877413231565,-0.016777426841411397
4199,3.500811129532729,-0.018965406920266048,-0.005925337782479778
4200,3.5601233097543883,-0.007867568224234844,-0.015898315493216457
4201,3.7767210882369926,-0.0031308802280261006,-0.01675408204413198
4202,3.706100004653017,-0.004532274706031902,-0.00907106353093027
4203,3.5515287959868225,-0.023124843024967756,-0.022360275974355127
4204,3.6146258843984453,-0.05863365653250652,-0.00823219108643087
4205,3.620339463868226,-0.027865431797680085,-0.012383482467760897
4206,3.5700882534214946,-0.02668529733735925,-0.020532573999807874
4207,3.7669468489046483,-0.030988349832964168,-0.020499026425938597
4208,3.7038136326046804,-0.005329395488819166,-0.008875712059199955
4209,3.642624904262143,-0.0339203985969041,-0.015104545957385213
4210,3.800908364450875,-0.014511609811676873,-0.016021036701097707
4211,3.51429886806568,-0.03307767697556985,-0.01602235389042627
4212,3.5273460488297887,0.0023210085963429883,-0.013077025042819289
4213,3.7214815809819193,-0.007916802524779776,-0.011344371124807011
4214,3.4470217815700783,-0.02954972418899615,-0.011801421747130596
4215,3.338944298510163,-0.025539381731900512,-0.025309882075955182
4216,3.500674219466726,-0.011446386981882828,-0.010759394761306315
4217,3.5022852579250205,0.0012955530746912025,-0.013758745684149951
4218,3.5797496728335605,-0.01648848347665144,-0.00040855632523394136
4219,3.686880562955454,-0.004439528351967148,-0.009985208522259158
4220,3.661851384634692,-0.023439206357830145,-0.01841868118397013
4221,3.659230442639637,0.0032393845044667025,-0.02349228511584878
4222,3.671700348633101,-0.009238086993581085,-0.014986631021960219
4223,3.6113295672326666,-0.03760459712114539,-0.019314917453810893
4224,3.4651064588713094,-0.020433139886966156,-0.012815119774003365
4225,3.6395355040655852,-0.010174398756004788,-0.004323926876732713
4226,3.4877628928126994,-0.02947094450462595,-0.011091182683241978
4227,3.700813986674205,-0.020063231720633734,-0.008465125716053526
4228,3.2342051240342395,-0.027988882482542277,-0.012934849386066701
4229,3.628283311472078,-0.015744167947736365,-0.017760293579174274
4230,3.7074618282562675,-0.041993001490661985,-0.0273477270121871
4231,3.760594732174801,-0.02642255266878024,-0.015524643883661753
4232,3.6524844280666917,-0.003040526068848415,-0.012064817671112307
4233,3.5823143776455115,-0.033567895769133216,-0.014113475014069132
4234,3.9455574535051734,-0.028785959892517976,-0.016578300823075588
4235,3.663361371593876,-0.026987565038515182,-0.014155503759233447
4236,3.6666646678967103,-0.03747818856331353,-0.02260388300015017
4237,3.380217867348126,-0.043384313172510236,-0.016399397574463074
4238,3.720902199760162,0.008846677101370215,-0.019530740518077707
4239,3.643002666112009,-0.0005536635040912508,-0.013558263192020262
4240,3.6258631103350543,-0.025291619953429212,-0.012601330595841006
4241,3.5004517932499732,-0.0005255775261434614,-0.015239810033999098
4242,3.5046031633565953,-0.005928083910109461,-0.017754218804132926
4243,3.693335965336395,-0.0037940882698976885,-0.007829055737226049
4244,3.5373154502994995,-0.020062504438733253,-0.010411888187146199
4245,3.687526986301379,-0.025132076546296123,-0.014353999180411761
4246,3.7251723324079613,-0.013743577639415694,-0.01663493659545839
4247,3.6761951583391217,-0.012631008342178784,-0.009444703001504521
4248,3.4736405366592233,0.0008526431286735026,-0.01286775344690299
4249,3.295702916441131,-0.03526303507195827,-0.0030760502130997534
4250,3.546109373450261,-0.007416304981605837,-0.014416737058704745
4251,3.4437193595501556,0.0031710857266444847,-0.009266065059306265
4252,3.5791665831975497,0.009699803928860717,-0.01477774543186399
4253,3.656768630261117,-0.008561163281404216,-0.019700321536470337
4254,3.490714060239908,0.010804072164712686,-0.013821873829009453
4255,3.752149045007757,-0.008782293012858489,-0.010418310068301906
4256,3.5647564458849406,-0.02087050252550915,-0.008290223787477867
4257,3.7096125012341794,-0.03301461483607815,-0.020638680738922673
4258,3.568981283761527,-0.014708728909765156,-0.010418720802472355
4259,3.648437944525753,-0.04832755814560086,-0.020250075913671964
4260,3.4305835412181547,-0.025468197886348687,-0.005935832715137489
4261,3.46668717772582,-0.0033602083682673367,-0.006507823918380208
4262,3.4144766578626884,-0.0007099717897265378,-0.013753575791241895
4263,3.5052978652116726,-0.007900031142652697,-0.021420062209788173
4264,3.5866106949433485,-0.022847665597183653,-0.017440581611208514
4265,3.412904886336654,-0.024977566283794772,-0.00870386180438449
4266,3.5683042400027207,-0.041567014468150365,-0.025017962963523238
4267,3.53482844769565,-0.020603166377807458,-0.016557223746318284
4268,3.6317306276383774,-0.02653747575762555,-0.00633018010585671
4269,3.449352762096912,0.006433899737489757,-0.011917615315281207
4270,3.6522390076572804,-0.012034685666974632,-0.0029571664017757
4271,3.575305807162124,0.002530160325314945,-0.01008818553384526
4272,3.6636449864973084,-0.019211762119593967,-0.007573267820270825
4273,3.5382376474287227,-0.012908569068488251,-0.012328862881115555
4274,3.7769481605533963,-0.007670614923455776,-0.017206091032414605
4275,3.509738377832184,-0.026230435903948468,-0.004746348258568761
4276,3.5807487521726458,-0.029411727343557903,-0.011805581205131095
4277,3.469160400025535,0.018827593126275577,-0.017015828621642744
4278,3.4321488532101627,-0.017285852109413913,-0.01593465574628412
4279,3.68940673648903,0.009391729059525566,-0.015277821477181177
4280,3.5089110889448922,-0.030834651277833913,-0.013127603432173486
4281,3.7197698618445028,-0.01094889595001236,-0.019622487216142577
4282,3.5433560037490763,-0.0016299405169153403,-0.011968266133272697
4283,3.6143768245644923,-0.008082859620764271,-0.014734821948636921
4284,3.74449426277197,-0.01160884799758044,-0.02246346342735214
4285,3.3473278855998787,-0.031143676843691903,-0.021655763817870915
4286,3.8294832359936266,0.008618651085884554,-0.020883017908711977
4287,3.3953719839837864,-0.04176070983377622,-0.01797523653478354
4288,3.511725066031928,-0.03672063499001643,-0.017653029956216714
4289,3.509076264160056,-0.020867899758081787,-0.012540233980940892
4290,3.4605667774820668,-0.028592672225480342,-0.01334191918948887
4291,3.589133381127099,-0.025152487476590935,-0.018826066577120663
4292,3.3880635008121445,-0.032577311497275385,-0.011441690694081866
4293,3.636676154585299,-0.0004679788540942198,-0.021615042245366457
