score_name,group_type,group_key,n_covered,oracle_hit_or_ceiling,score_hit_within_covered_set,underuse_gap,rank_of_oracle_positive_under_score,score_percentile_of_oracle_positive,source_score_orientation,target_labels_diagnostic_only,diagnostic_underuse_only,no_checkpoint_recommendation
selection_leakage,regime,S2_rare_cells,1268,1.0,0.0,1.0,47,0.9636937647987371,lower,1,1,1
R_src,regime,S2_rare_cells,1268,1.0,0.0,1.0,2,0.9992107340173638,lower,1,1,1
C30_source_rank,regime,S2_rare_cells,1268,1.0,0.0,1.0,23,0.9826361483820047,higher,1,1,1
C19_robust_core,regime,S2_rare_cells,1268,1.0,0.0,1.0,23,0.9826361483820047,higher,1,1,1
selection_leakage,regime,S3_nonestimable_cells,1268,1.0,0.0,1.0,47,0.9636937647987371,lower,1,1,1
R_src,regime,S3_nonestimable_cells,1268,1.0,0.0,1.0,2,0.9992107340173638,lower,1,1,1
C30_source_rank,regime,S3_nonestimable_cells,1268,1.0,0.0,1.0,27,0.9794790844514601,higher,1,1,1
C19_robust_core,regime,S3_nonestimable_cells,1268,1.0,0.0,1.0,27,0.9794790844514601,higher,1,1,1
selection_leakage,conditioned_key,1,402,1.0,1.0,0.0,154,0.6184538653366584,lower,1,1,1
R_src,conditioned_key,1,402,1.0,0.0,1.0,97,0.7605985037406484,lower,1,1,1
C30_source_rank,conditioned_key,1,402,1.0,0.0,1.0,66,0.8379052369077307,higher,1,1,1
C19_robust_core,conditioned_key,1,402,1.0,0.0,1.0,66,0.8379052369077307,higher,1,1,1
selection_leakage,conditioned_key,2,498,1.0,0.0,1.0,52,0.89738430583501,lower,1,1,1
R_src,conditioned_key,2,498,1.0,0.0,1.0,157,0.6861167002012072,lower,1,1,1
C30_source_rank,conditioned_key,2,498,1.0,0.0,1.0,148,0.704225352112676,higher,1,1,1
C19_robust_core,conditioned_key,2,498,1.0,0.0,1.0,148,0.704225352112676,higher,1,1,1
selection_leakage,conditioned_key,3,456,1.0,0.0,1.0,94,0.7956043956043957,lower,1,1,1
R_src,conditioned_key,3,456,1.0,0.0,1.0,46,0.9010989010989011,lower,1,1,1
C30_source_rank,conditioned_key,3,456,1.0,0.0,1.0,56,0.8791208791208791,higher,1,1,1
C19_robust_core,conditioned_key,3,456,1.0,0.0,1.0,56,0.8791208791208791,higher,1,1,1
selection_leakage,conditioned_key,4,459,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,conditioned_key,4,459,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,conditioned_key,4,459,1.0,0.0,1.0,3,0.9956331877729258,higher,1,1,1
C19_robust_core,conditioned_key,4,459,1.0,0.0,1.0,3,0.9956331877729258,higher,1,1,1
selection_leakage,conditioned_key,5,378,1.0,0.0,1.0,358,0.053050397877984046,lower,1,1,1
R_src,conditioned_key,5,378,1.0,0.0,1.0,58,0.8488063660477454,lower,1,1,1
C30_source_rank,conditioned_key,5,378,1.0,0.0,1.0,27,0.9310344827586207,higher,1,1,1
C19_robust_core,conditioned_key,5,378,1.0,0.0,1.0,27,0.9310344827586207,higher,1,1,1
selection_leakage,conditioned_key,6,396,1.0,0.0,1.0,166,0.5822784810126582,lower,1,1,1
R_src,conditioned_key,6,396,1.0,1.0,0.0,52,0.8708860759493671,lower,1,1,1
C30_source_rank,conditioned_key,6,396,1.0,1.0,0.0,19,0.9544303797468354,higher,1,1,1
C19_robust_core,conditioned_key,6,396,1.0,1.0,0.0,19,0.9544303797468354,higher,1,1,1
selection_leakage,conditioned_key,7,408,1.0,1.0,0.0,67,0.8378378378378378,lower,1,1,1
R_src,conditioned_key,7,408,1.0,1.0,0.0,100,0.7567567567567568,lower,1,1,1
C30_source_rank,conditioned_key,7,408,1.0,1.0,0.0,99,0.7592137592137592,higher,1,1,1
C19_robust_core,conditioned_key,7,408,1.0,1.0,0.0,99,0.7592137592137592,higher,1,1,1
selection_leakage,conditioned_key,8,390,1.0,0.0,1.0,304,0.22107969151670948,lower,1,1,1
R_src,conditioned_key,8,390,1.0,0.0,1.0,145,0.6298200514138818,lower,1,1,1
C30_source_rank,conditioned_key,8,390,1.0,1.0,0.0,26,0.9357326478149101,higher,1,1,1
C19_robust_core,conditioned_key,8,390,1.0,1.0,0.0,26,0.9357326478149101,higher,1,1,1
selection_leakage,conditioned_key,9,417,1.0,1.0,0.0,106,0.7475961538461539,lower,1,1,1
R_src,conditioned_key,9,417,1.0,1.0,0.0,7,0.9855769230769231,lower,1,1,1
C30_source_rank,conditioned_key,9,417,1.0,1.0,0.0,3,0.9951923076923077,higher,1,1,1
C19_robust_core,conditioned_key,9,417,1.0,1.0,0.0,3,0.9951923076923077,higher,1,1,1
