number_id,value,units,seed,method,endpoint,aggregation,cluster,source_artifact,source_row_key,source_field,rounding_rule,allowed_interpretation
c82_seed3_U11_q1q2_Q2_favorable_targets,0,targets,3,U11,Q2_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U11,Q2_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U11_q1q2_Q2_worst_target,0.6808314978915727,proportion,3,U11,Q2_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U11,Q2_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U11_q1q2_Q2_pass,0,binary,3,U11,Q2_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U11,Q2_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_target_count,8,targets,3,U13,target_count,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_mean_regret_improvement_vs_source,0.440835408718572,proportion,3,U13,mean_regret_improvement_vs_source,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,mean_regret_improvement_vs_source,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q1_simultaneous_lower,0.2834461131906506,proportion,3,U13,Q1_simultaneous_lower,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q1_simultaneous_lower,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q1_maxT_p,0.01556420233463035,p_value,3,U13,Q1_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q1_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q1_favorable_targets,8,targets,3,U13,Q1_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q1_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q1_worst_target,0.16688514671775734,proportion,3,U13,Q1_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q1_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q1_pass,1,binary,3,U13,Q1_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q1_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_mean_regret_difference_vs_Q0_B1,-0.014742622179635945,proportion,3,U13,mean_regret_difference_vs_Q0_B1,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,mean_regret_difference_vs_Q0_B1,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q2_simultaneous_upper,0.1445282639512282,proportion,3,U13,Q2_simultaneous_upper,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q2_simultaneous_upper,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q2_maxT_p,0.5175097276264592,p_value,3,U13,Q2_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q2_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q2_favorable_targets,6,targets,3,U13,Q2_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q2_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q2_worst_target,0.2859213404854039,proportion,3,U13,Q2_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q2_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U13_q1q2_Q2_pass,0,binary,3,U13,Q2_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U13,Q2_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_target_count,8,targets,3,U14,target_count,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_mean_regret_improvement_vs_source,0.01726476895043287,proportion,3,U14,mean_regret_improvement_vs_source,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,mean_regret_improvement_vs_source,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q1_simultaneous_lower,-0.14012452657748853,proportion,3,U14,Q1_simultaneous_lower,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q1_simultaneous_lower,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q1_maxT_p,1.0,p_value,3,U14,Q1_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q1_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q1_favorable_targets,4,targets,3,U14,Q1_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q1_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q1_worst_target,-0.28301100970592485,proportion,3,U14,Q1_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q1_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q1_pass,0,binary,3,U14,Q1_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q1_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_mean_regret_difference_vs_Q0_B1,0.4088280175885032,proportion,3,U14,mean_regret_difference_vs_Q0_B1,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,mean_regret_difference_vs_Q0_B1,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q2_simultaneous_upper,0.5680989037193673,proportion,3,U14,Q2_simultaneous_upper,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q2_simultaneous_upper,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q2_maxT_p,1.0,p_value,3,U14,Q2_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q2_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q2_favorable_targets,0,targets,3,U14,Q2_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q2_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q2_worst_target,0.6551843289652459,proportion,3,U14,Q2_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q2_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U14_q1q2_Q2_pass,0,binary,3,U14,Q2_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U14,Q2_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_target_count,8,targets,3,U15,target_count,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_mean_regret_improvement_vs_source,0.0,proportion,3,U15,mean_regret_improvement_vs_source,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,mean_regret_improvement_vs_source,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q1_simultaneous_lower,-0.1573892955279214,proportion,3,U15,Q1_simultaneous_lower,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q1_simultaneous_lower,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q1_maxT_p,1.0,p_value,3,U15,Q1_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q1_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q1_favorable_targets,0,targets,3,U15,Q1_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q1_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q1_worst_target,0.0,proportion,3,U15,Q1_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q1_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q1_pass,0,binary,3,U15,Q1_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q1_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_mean_regret_difference_vs_Q0_B1,0.42609278653893606,proportion,3,U15,mean_regret_difference_vs_Q0_B1,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,mean_regret_difference_vs_Q0_B1,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q2_simultaneous_upper,0.5853636726698002,proportion,3,U15,Q2_simultaneous_upper,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q2_simultaneous_upper,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q2_maxT_p,1.0,p_value,3,U15,Q2_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q2_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q2_favorable_targets,0,targets,3,U15,Q2_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q2_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q2_worst_target,0.5523940352966216,proportion,3,U15,Q2_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q2_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U15_q1q2_Q2_pass,0,binary,3,U15,Q2_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=3|method_id=U15,Q2_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_target_count,8,targets,4,U7,target_count,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_mean_regret_improvement_vs_source,0.08391759414071356,proportion,4,U7,mean_regret_improvement_vs_source,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,mean_regret_improvement_vs_source,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q1_simultaneous_lower,-0.07347170138720785,proportion,4,U7,Q1_simultaneous_lower,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q1_simultaneous_lower,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q1_maxT_p,0.9727626459143969,p_value,4,U7,Q1_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q1_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q1_favorable_targets,5,targets,4,U7,Q1_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q1_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q1_worst_target,-0.15844473733760134,proportion,4,U7,Q1_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q1_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q1_pass,0,binary,4,U7,Q1_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q1_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_mean_regret_difference_vs_Q0_B1,0.3472005847390712,proportion,4,U7,mean_regret_difference_vs_Q0_B1,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,mean_regret_difference_vs_Q0_B1,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q2_simultaneous_upper,0.5064714708699354,proportion,4,U7,Q2_simultaneous_upper,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q2_simultaneous_upper,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q2_maxT_p,1.0,p_value,4,U7,Q2_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q2_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q2_favorable_targets,1,targets,4,U7,Q2_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q2_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q2_worst_target,0.5370416490759156,proportion,4,U7,Q2_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q2_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U7_q1q2_Q2_pass,0,binary,4,U7,Q2_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U7,Q2_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_target_count,8,targets,4,U5,target_count,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_mean_regret_improvement_vs_source,0.03864996874622531,proportion,4,U5,mean_regret_improvement_vs_source,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,mean_regret_improvement_vs_source,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q1_simultaneous_lower,-0.1187393267816961,proportion,4,U5,Q1_simultaneous_lower,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q1_simultaneous_lower,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q1_maxT_p,1.0,p_value,4,U5,Q1_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q1_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q1_favorable_targets,3,targets,4,U5,Q1_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q1_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q1_worst_target,-0.07688466215042555,proportion,4,U5,Q1_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q1_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q1_pass,0,binary,4,U5,Q1_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q1_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_mean_regret_difference_vs_Q0_B1,0.3924682101335594,proportion,4,U5,mean_regret_difference_vs_Q0_B1,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,mean_regret_difference_vs_Q0_B1,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q2_simultaneous_upper,0.5517390962644235,proportion,4,U5,Q2_simultaneous_upper,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q2_simultaneous_upper,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q2_maxT_p,1.0,p_value,4,U5,Q2_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q2_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q2_favorable_targets,0,targets,4,U5,Q2_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q2_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q2_worst_target,0.5004751283757769,proportion,4,U5,Q2_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q2_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_q1q2_Q2_pass,0,binary,4,U5,Q2_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U5,Q2_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_target_count,8,targets,4,U11,target_count,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_mean_regret_improvement_vs_source,-0.06935579148251851,proportion,4,U11,mean_regret_improvement_vs_source,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,mean_regret_improvement_vs_source,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q1_simultaneous_lower,-0.22674508701043994,proportion,4,U11,Q1_simultaneous_lower,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q1_simultaneous_lower,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q1_maxT_p,1.0,p_value,4,U11,Q1_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q1_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q1_favorable_targets,3,targets,4,U11,Q1_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q1_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q1_worst_target,-0.27121069478440984,proportion,4,U11,Q1_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q1_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q1_pass,0,binary,4,U11,Q1_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q1_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_mean_regret_difference_vs_Q0_B1,0.5004739703623033,proportion,4,U11,mean_regret_difference_vs_Q0_B1,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,mean_regret_difference_vs_Q0_B1,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q2_simultaneous_upper,0.6597448564931674,proportion,4,U11,Q2_simultaneous_upper,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q2_simultaneous_upper,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q2_maxT_p,1.0,p_value,4,U11,Q2_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q2_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q2_favorable_targets,0,targets,4,U11,Q2_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q2_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q2_worst_target,0.6679046151885237,proportion,4,U11,Q2_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q2_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U11_q1q2_Q2_pass,0,binary,4,U11,Q2_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U11,Q2_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_target_count,8,targets,4,U13,target_count,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_mean_regret_improvement_vs_source,0.3394882268566197,proportion,4,U13,mean_regret_improvement_vs_source,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,mean_regret_improvement_vs_source,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_Q1_simultaneous_lower,0.1820989313286983,proportion,4,U13,Q1_simultaneous_lower,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,Q1_simultaneous_lower,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_Q1_maxT_p,0.10116731517509728,p_value,4,U13,Q1_maxT_p,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,Q1_maxT_p,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_Q1_favorable_targets,7,targets,4,U13,Q1_favorable_targets,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,Q1_favorable_targets,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_Q1_worst_target,-0.07688466215042555,proportion,4,U13,Q1_worst_target,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,Q1_worst_target,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_Q1_pass,0,binary,4,U13,Q1_pass,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,Q1_pass,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U13_q1q2_mean_regret_difference_vs_Q0_B1,0.09162995202316504,proportion,4,U13,mean_regret_difference_vs_Q0_B1,target_cluster_maxT_family,target,oaci/reports/c82e_tables/seed_method_Q1_Q2.csv,seed=4|method_id=U13,mean_regret_difference_vs_Q0_B1,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
